CDM_SOURCE,CDM_TBL,CDM_TBL_COLUMN_NAME,SRC_CODE,SRC_CD_DESCRIPTION,TARGET_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_STANDARD_CONCEPT,TARGET_CONCEPT_CODE
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,ASM,Assamese,44784344,(obs_spoken_language_4152283) Main spoken language Assamese (concept_id = 44784344),Observation,SNOMED,Clinical Finding,S,698886001
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,AST,Asturian;  Bable;  Leonese;  Asturleonese,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,AVA,Avaric,46285397,(obs_spoken_language_4152283) Main spoken language Avaric (concept_id = 46285397),Observation,SNOMED,Clinical Finding,S,9.7E+14
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,AWA,Awadhi,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,AYM,Aymara,44782879,(obs_spoken_language_4152283) Main spoken language Aymara (concept_id = 44782879),Observation,SNOMED,Clinical Finding,S,698887005
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,AZE,Azerbaijani,44782880,(obs_spoken_language_4152283) Main spoken language Azerbaijani (concept_id = 44782880),Observation,SNOMED,Clinical Finding,S,698888000
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,BAK,Bashkir,44784436,(obs_spoken_language_4152283) Main spoken language Bashkir (concept_id = 44784436),Observation,SNOMED,Clinical Finding,S,698889008
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,BAL,Baluchi,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,BAM,Bambara,46285399,(obs_spoken_language_4152283) Main spoken language Bambara (concept_id = 46285399),Observation,SNOMED,Clinical Finding,S,9.7E+14
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,BAN,Balinese,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,BAS,Basa,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,BEJ,Beja;  Bedawiyet,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,BEL,Belarusian,44784499,(obs_spoken_language_4152283) Main spoken language Belarusian (concept_id = 44784499),Observation,SNOMED,Clinical Finding,S,698655009
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,BEM,Bemba,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,BEN,Bengali,4153314,(obs_spoken_language_4152283) Main spoken language Bengali (concept_id = 4153314),Observation,SNOMED,Clinical Finding,S,315567002
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,BHO,Bhojpuri,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,SEXUAL_ORIENTATION,BI,BI=Bisexual,4170582,(obs_sex_orientation_4283657) Bisexual (concept_id = 4170582),Condition,SNOMED,Clinical Finding,S,42035005
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,BIK,Bikol,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,BIN,Bini;  Edo,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,BIS,Bislama,44782881,(obs_spoken_language_4152283) Main spoken language Bislama (concept_id = 44782881),Observation,SNOMED,Clinical Finding,S,698890004
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,BLA,Siksika,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,BOD,Tibetan,44782913,(obs_spoken_language_4152283) Main spoken language Tibetan (concept_id = 44782913),Observation,SNOMED,Clinical Finding,S,698926003
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,BOS,Bosnian,46287222,(obs_spoken_language_4152283) Main spoken language Bosnian (concept_id = 46287222),Observation,SNOMED,Clinical Finding,S,9.7E+14
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,BRA,Braj,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,BRE,Breton,44784500,(obs_spoken_language_4152283) Main spoken language Breton (concept_id = 44784500),Observation,SNOMED,Clinical Finding,S,698657001
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,BUA,Buriat,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,BUG,Buginese,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,BUL,Bulgarian,44783940,(obs_spoken_language_4152283) Main spoken language Bulgarian (concept_id = 44783940),Observation,SNOMED,Clinical Finding,S,699945003
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,BYN,Bilin;  Blin,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,CAD,Caddo,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,CAR,Galibi  Carib,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,CAT,Catalan;  Valencian,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,CEB,Cebuano,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,CES,Czech,4153316,(obs_spoken_language_4152283) Main spoken language Czech (concept_id = 4153316),Observation,SNOMED,Clinical Finding,S,315569004
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,CHA,Chamorro,46285400,(obs_spoken_language_4152283) Main spoken language Chamorro (concept_id = 46285400),Observation,SNOMED,Clinical Finding,S,9.7E+14
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,CHE,Chechen,46287100,(obs_spoken_language_4152283) Main spoken language Chechen (concept_id = 46287100),Observation,SNOMED,Clinical Finding,S,9.7E+14
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,CHK,Chuukese,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,CHM,Mari,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,CHN,Chinook  jargon,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,CHO,Choctaw,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,CHP,Chipewyan;  Dene  Suline,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,CHR,Cherokee,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,CHV,Chuvash,46287223,(obs_spoken_language_4152283) Main spoken language Chuvash (concept_id = 46287223),Observation,SNOMED,Clinical Finding,S,9.71E+14
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,CHY,Cheyenne,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,COR,Cornish,46285403,(obs_spoken_language_4152283) Main spoken language Cornish (concept_id = 46285403),Observation,SNOMED,Clinical Finding,S,9.71E+14
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,COS,Corsican,44784501,(obs_spoken_language_4152283) Main spoken language Corsican (concept_id = 44784501),Observation,SNOMED,Clinical Finding,S,698658006
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,CRE,Cree,46285404,(obs_spoken_language_4152283) Main spoken language Cree (concept_id = 46285404),Observation,SNOMED,Clinical Finding,S,9.71E+14
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,CRH,Crimean  Tatar;  Crimean  Turkish,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,CSB,Kashubian,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,CYM,Welsh,4256748,(obs_spoken_language_4152283) Main spoken language Welsh (concept_id = 4256748),Observation,SNOMED,Clinical Finding,S,408532009
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,DAK,Dakota,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,DAN,Danish,44782884,(obs_spoken_language_4152283) Main spoken language Danish (concept_id = 44782884),Observation,SNOMED,Clinical Finding,S,698894008
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,DAR,Dargwa,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,SEXUAL_ORIENTATION,DC,DC=Decline  to  answer,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,GENDER_IDENTITY,DC,DC=Decline  to  answer,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,DEL,Delaware,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,DEN,Slave  (Athapascan),0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,DEU,German,4253310,(obs_spoken_language_4152283) Main spoken language German (concept_id = 4253310),Observation,SNOMED,Clinical Finding,S,407643006
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,DGR,Dogrib,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,DIN,Dinka,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,DIV,Dhivehi;  Dhivehi;  Maldivian,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,DOI,Dogri,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,DSB,Lower  Sorbian,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,DUA,Duala,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,DYU,Dyula,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,DZO,Dzongkha,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,EFI,Efik,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,EKA,Ekajuk,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,ELL,Modern  Greek  (1453�),0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,ENG,English,4151757,(obs_spoken_language_4152283) Main spoken language English (concept_id = 4151757),Observation,SNOMED,Clinical Finding,S,315570003
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,EST,Estonian,44784502,(obs_spoken_language_4152283) Main spoken language Estonian (concept_id = 44784502),Observation,SNOMED,Clinical Finding,S,698659003
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,EUS,Basque,44784498,(obs_spoken_language_4152283) Main spoken language Basque (concept_id = 44784498),Observation,SNOMED,Clinical Finding,S,698654008
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,EWE,Ewe,46285406,(obs_spoken_language_4152283) Main spoken language Ewe (concept_id = 46285406),Observation,SNOMED,Clinical Finding,S,9.71E+14
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,EWO,Ewondo,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,GENDER_IDENTITY,F,F=Woman,765761,(obs_gender_identity_4110772) Identifies as female gender (concept_id = 765761),Condition,SNOMED,Clinical Finding,S,4.46E+14
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,FAN,Fang,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,FAO,Faroese,44782487,(obs_spoken_language_4152283) Main spoken language Faroese (concept_id = 44782487),Observation,SNOMED,Clinical Finding,S,698660008
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,FAS,Persian,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,FAT,Fanti,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,FIJ,Fijian,44782886,(obs_spoken_language_4152283) Main spoken language Fijian (concept_id = 44782886),Observation,SNOMED,Clinical Finding,S,698897001
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,FIL,Filipino;  Pilipino,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,FIN,Finnish,4189332,(obs_spoken_language_4152283) Main spoken language Finnish (concept_id = 4189332),Observation,SNOMED,Clinical Finding,S,414640006
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,FON,Fon,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,FRA,French,4153317,(obs_spoken_language_4152283) Main spoken language French (concept_id = 4153317),Observation,SNOMED,Clinical Finding,S,315571004
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,FRR,Northern  Frisian,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,FRS,Eastern  Frisian,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,FRY,Western  Frisian,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,FUL,Fulah,44803535,(obs_spoken_language_4152283) Main spoken language Fulah (concept_id = 44803535),Observation,SNOMED,Clinical Finding,S,7.29E+14
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,FUR,Friulian,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,SEXUAL_ORIENTATION,GA,GA=Gay,4328364,(obs_sex_orientation_4283657) Male homosexual (concept_id = 4328364),Condition,SNOMED,Clinical Finding,S,76102007
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,GAA,Ga,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,GAY,Gayo,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,GBA,Gbaya,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,GIL,Gilbertese,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,GLA,Gaelic;  Scottish  Gaelic,4252378,(obs_spoken_language_4152283) Main spoken language Gaelic (concept_id = 4252378),Observation,SNOMED,Clinical Finding,S,408522002
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,GLE,Irish,44784507,(obs_spoken_language_4152283) Main spoken language Irish (concept_id = 44784507),Observation,SNOMED,Clinical Finding,S,698667006
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,GLG,Galician,44782488,(obs_spoken_language_4152283) Main spoken language Galician (concept_id = 44782488),Observation,SNOMED,Clinical Finding,S,698662000
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,GLV,Manx,46287102,(obs_spoken_language_4152283) Main spoken language Manx (concept_id = 46287102),Observation,SNOMED,Clinical Finding,S,9.71E+14
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,GON,Gondi,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,GOR,Gorontalo,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,GENDER_IDENTITY,GQ,GQ=Genderqueer,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,GRB,Grebo,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,GRN,Guarani,44784530,(obs_spoken_language_4152283) Main spoken language Guarani (concept_id = 44784530),Observation,SNOMED,Clinical Finding,S,698899003
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,GSW,Swiss  German;  Alemannic;  Alsatian,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,GUJ,Gujarati,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,GWI,Gwich'in,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,HAI,Haida,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,HAT,Haitian;  Haitian  Creole,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,HAU,Hausa,4152249,(obs_spoken_language_4152283) Main spoken language Hausa (concept_id = 4152249),Observation,SNOMED,Clinical Finding,S,315574007
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,HAW,Hawaiian,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,HEB,Hebrew,4235406,(obs_spoken_language_4152283) Main spoken language Hebrew (concept_id = 4235406),Observation,SNOMED,Clinical Finding,S,408524001
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,HER,Herero,46285407,(obs_spoken_language_4152283) Main spoken language Herero (concept_id = 46285407),Observation,SNOMED,Clinical Finding,S,9.71E+14
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,HIL,Hiligaynon,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,HIN,Hindi,4154081,(obs_spoken_language_4152283) Main spoken language Hindi (concept_id = 4154081),Observation,SNOMED,Clinical Finding,S,315575008
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,HMN,Hmong;  Mong,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,HMO,Hiri  Motu,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,HRV,Croatian,4250123,(obs_spoken_language_4152283) Main spoken language Croatian (concept_id = 4250123),Observation,SNOMED,Clinical Finding,S,407650005
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,HSB,Upper  Sorbian,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,HUN,Hungarian,44782888,(obs_spoken_language_4152283) Main spoken language Hungarian (concept_id = 44782888),Observation,SNOMED,Clinical Finding,S,698900008
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,HUP,Hupa,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,HYE,Armenian,44782878,(obs_spoken_language_4152283) Main spoken language Armenian (concept_id = 44782878),Observation,SNOMED,Clinical Finding,S,698885002
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,IBA,Iban,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,IBO,Igbo,4256642,(obs_spoken_language_4152283) Main spoken language Igbo (concept_id = 4256642),Observation,SNOMED,Clinical Finding,S,408514009
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,III,Sichuan  Yi;  Nuosu,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,IKU,Inuktitut,44782489,(obs_spoken_language_4152283) Main spoken language Inuktitut (concept_id = 44782489),Observation,SNOMED,Clinical Finding,S,698665003
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,ILO,Iloko,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,IND,Indonesian,44782889,(obs_spoken_language_4152283) Main spoken language Indonesian (concept_id = 44782889),Observation,SNOMED,Clinical Finding,S,698901007
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,INH,Ingush,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,IPK,Inupiaq,44784506,(obs_spoken_language_4152283) Main spoken language Inupiaq (concept_id = 44784506),Observation,SNOMED,Clinical Finding,S,698666002
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,ISL,Icelandic,44784504,(obs_spoken_language_4152283) Main spoken language Icelandic (concept_id = 44784504),Observation,SNOMED,Clinical Finding,S,698663005
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,ITA,Italian,4233047,(obs_spoken_language_4152283) Main spoken language Italian (concept_id = 4233047),Observation,SNOMED,Clinical Finding,S,407642001
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,JAV,Javanese,44782891,(obs_spoken_language_4152283) Main spoken language Javanese (concept_id = 44782891),Observation,SNOMED,Clinical Finding,S,698903005
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,JPN,Japanese,4236302,(obs_spoken_language_4152283) Main spoken language Japanese (concept_id = 4236302),Observation,SNOMED,Clinical Finding,S,407654001
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,JPR,Judeo-Persian,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,JRB,Judeo-Arabic,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,KAA,Kara-Kalpak,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,KAB,Kabyle,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,KAC,Kachin;  Jingpho,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,KAL,Kalaallisut;  Greenlandic,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,KAM,Kamba,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,KAN,Kannada,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,KAS,Kashmiri,44782893,(obs_spoken_language_4152283) Main spoken language Kashmiri (concept_id = 44782893),Observation,SNOMED,Clinical Finding,S,698906002
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,KAT,Georgian,44782887,(obs_spoken_language_4152283) Main spoken language Georgian (concept_id = 44782887),Observation,SNOMED,Clinical Finding,S,698898006
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,KAU,Kanuri,46285409,(obs_spoken_language_4152283) Main spoken language Kanuri (concept_id = 46285409),Observation,SNOMED,Clinical Finding,S,9.71E+14
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,KAZ,Kazakh,44784508,(obs_spoken_language_4152283) Main spoken language Kazakh (concept_id = 44784508),Observation,SNOMED,Clinical Finding,S,698668001
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,KBD,Kabardian,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,KHA,Khasi,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,KHM,Central  Khmer,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,KIK,Kikuyu;  Gikuyu,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,KIN,Kinyarwanda,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,KIR,Kirghiz;  Kyrgyz,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,KMB,Kimbundu,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,KOK,Konkani,43531382,(obs_spoken_language_4152283) Main spoken language Konkani (concept_id = 43531382),Observation,SNOMED,Clinical Finding,S,609094002
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,KOM,Komi,46285410,(obs_spoken_language_4152283) Main spoken language Komi (concept_id = 46285410),Observation,SNOMED,Clinical Finding,S,9.71E+14
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,KON,Kongo,46287225,(obs_spoken_language_4152283) Main spoken language Kongo (concept_id = 46287225),Observation,SNOMED,Clinical Finding,S,9.71E+14
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,KOR,Korean,4250124,(obs_spoken_language_4152283) Main spoken language Korean (concept_id = 4250124),Observation,SNOMED,Clinical Finding,S,407655000
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,KOS,Kosraean,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,KPE,Kpelle,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,KRC,Karachay-Balkar,0,Gap,-,-,-,-,-
PCORnet,DEMOGRAPHIC,PAT_PREF_LANGUAGE_SPOKEN,KRL,Karelian,0,Gap,-,-,-,-,-
